budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Column1,Name2,tweets analyzed,movieTermCount,total retweets,positive percentage,positive retweets,negative percentage,negative retweets,neutral tweet percentage,P_N,P_N_N,P_Nratio,PandN/Nratio
85000000,Avery Pix,USA,Steven Brill,Comedy,39464775,Little Nicky,PG-13,36840,90,5.3,Adam Sandler,85512,Tim Herlihy,2000,3113,Little Nicky,39,5,2,48.71794872,0,15.38461538,2,35.8974359,1,2,3.166666668,5.500000002
80000000,Twentieth Century Fox Film Corporation,USA,Robert Redford,Drama,30695227,The Legend of Bagger Vance,PG-13,36833,126,6.7,Will Smith,48043,Steven Pressfield,2000,3152,The Legend of Bagger Vance,44,29,5,61.36363636,0,2.272727273,0,36.36363636,1,2,27,42.99999999
93000000,Columbia Pictures Corporation,USA,McG,Action,125305545,Charlie's Angels,PG-13,36833,98,5.5,Cameron Diaz,153010,Ryan Rowe,2000,3098,Charlie's Angels,23,2,3,47.82608696,0,8.695652174,0,43.47826087,1,2,5.5,10.5
63000000,Paramount Pictures,France,Nora Ephron,Comedy,10014234,Lucky Numbers,R,36826,105,5,John Travolta,8957,Adam Resnick,2000,3238,Lucky Numbers,16,1,0,56.25,0,18.75,0,25,1,2,3,4.333333333
35000000,Avrora Media,Germany,Uli Edel,Adventure,13555988,The Little Vampire,PG,36826,95,5.7,Jonathan Lipnicki,7879,Angela Sommer-Bodenburg,2000,3182,The Little Vampire,27,1,30,25.92592593,4,29.62962963,0,44.44444444,0,1,0.875,2.375
48000000,Twentieth Century Fox Film Corporation,USA,Harold Ramis,Comedy,37879996,Bedazzled,PG-13,36819,93,6,Brendan Fraser,86122,Peter Cook,2000,3130,Bedazzled,15,1,3,20,3,13.33333333,0,66.66666667,1,1,1.5,6.500000002
6000000,Castle Rock Entertainment,USA,Christopher Guest,Comedy,18621249,Best in Show,PG-13,36819,90,7.5,Fred Willard,48351,Christopher Guest,2000,3126,Best in Show,29,2,1,65.51724138,1,13.79310345,0,20.68965517,1,2,4.749999999,6.249999999
10000000,Golden Harvest Company,Hong Kong,Chia-Liang Liu,Action,11546543,The Legend of Drunken Master,R,36819,102,7.6,Jackie Chan,37144,Edward Tang,1994,1827,The Legend of Drunken Master,8,4,0,75,0,0,0,25,1,2,0,0
20000000,Cinerenta Medienbeteiligungs KG,USA,Rod Lurie,Drama,17872723,The Contender,R,36812,126,7,Joan Allen,21189,Rod Lurie,2000,3214,The Contender,35,1,12,42.85714286,10,5.714285714,0,51.42857143,1,1,7.500000001,16.5
24000000,Broadway Pictures,USA,Reginald Hudlin,Comedy,13592872,The Ladies Man,R,36812,84,5.1,Tim Meadows,11223,Tim Meadows,2000,3212,The Ladies Man,22,2,2,36.36363636,1,18.18181818,0,45.45454545,1,1,2,4.5
5000000,Saban Entertainment,USA,Mamoru Hosoda,Animation,9628751,Digimon: The Movie,PG,36805,100,6,Lara Jill Miller,5625,Akiyoshi Hongo,2000,3299,Digimon: The Movie,66,58,14,42.42424242,1,16.66666667,2,40.90909091,1,2,2.545454545,4.999999999
30000000,Jerry Bruckheimer Films,USA,Boaz Yakin,Biography,115654751,Remember the Titans,PG,36798,113,7.8,Denzel Washington,171757,Gregory Allen Howard,2000,3087,Remember the Titans,72,10,7,58.33333333,2,6.944444444,0,34.72222222,1,2,8.4,13.4
8000000,Fox Searchlight Pictures,USA,Fina Torres,Comedy,5018450,Woman on Top,R,36791,92,5.3,Penélope Cruz,9009,Vera Blasi,2000,3235,Woman on Top,13,1,3,30.76923077,2,23.07692308,0,46.15384615,1,1,1.333333333,3.333333333
60000000,Columbia Pictures,USA,Cameron Crowe,Adventure,32534850,Almost Famous,R,36791,122,7.9,Billy Crudup,220062,Cameron Crowe,2000,3089,Almost Famous,50,6,12,68,10,6,0,26,1,2,11.33333333,15.66666667
1000000,Brillstein-Grey Entertainment,USA,Craig Mazin,Action,12996,The Specials,R,36787,82,6,Rob Lowe,2010,James Gunn,2000,3278,The Specials,43,2,11,51.1627907,2,13.95348837,0,34.88372093,1,2,3.666666667,6.166666668
15000000,Hollywood Pictures,USA,Bruce Paltrow,Comedy,4734235,Duets,R,36784,112,6,Huey Lewis,8505,John Byrum,2000,3239,Duets,38,2,7,47.36842105,5,13.15789474,0,39.47368421,1,2,3.599999999,6.599999998
24000000,Gramercy Pictures (I),Germany,Neil LaBute,Comedy,25167270,Nurse Betty,R,36777,110,6.2,Renée Zellweger,30785,John C. Richards,2000,3251,Nurse Betty,9,4,7,55.55555556,0,0,0,44.44444444,1,2,0,0
30000000,Lewitt / Eberts Prouctions,USA,Joe Charbanic,Crime,28927720,The Watcher,R,36777,97,5.3,James Spader,23123,Darcy Meyers,2000,3196,The Watcher,34,5,20,52.94117647,3,23.52941176,11,23.52941176,1,2,2.25,3.25
0,Varahonar Company,Iran,Majid Majidi,Adventure,1810145,The Color of Paradise,PG,36776,90,8.2,Hossein Mahjoub,12452,Majid Majidi,1999,3022,The Color of Paradise,5,3,0,100,0,0,0,0,1,2,0,0
25000000,Davis-Panzer Productions,USA,Douglas Aarniokoski,Action,12801190,Highlander: Endgame,R,36770,87,4.6,Christopher Lambert,17216,Gregory Widen,2000,3208,Highlander: Endgame,5,2,0,40,0,20,0,40,1,0,2,4
1500000,FX Sound,Argentina,Fabián Bielinsky,Crime,1221261,Nine Queens,R,36769,114,7.9,Ricardo Darín,41658,Fabián Bielinsky,2000,3191,Nine Queens,5,5,0,40,0,60,0,0,0,0,0.666666667,0.666666667
60000000,Morgan Creek Productions,USA,Christian Duguay,Action,30208599,The Art of War,R,36763,117,5.7,Wesley Snipes,26180,Wayne Beach,2000,3215,The Art of War,16,1,5,43.75,5,18.75,0,37.5,1,2,2.333333333,4.333333333
38000000,George Litto Productions,USA,Michael Dinner,Crime,13019253,The Crew,PG-13,36763,88,5.6,Richard Dreyfuss,4108,Barry Fanaro,2000,3164,The Crew,20,3,1,55,1,5,0,40,1,2,11,19
11000000,Beacon Communications,USA,Peyton Reed,Comedy,68379000,Bring It On,PG-13,36763,98,6,Kirsten Dunst,74635,Jessica Bendinger,2000,3107,Bring It On,21,1,10,71.42857143,2,14.28571429,6,14.28571429,1,2,4.999999999,5.999999999
0,Fox 2000 Pictures,USA,Adam Collis,Comedy,3926,Sunset Strip,R,36756,90,5.7,Simon Baker,1314,Randall Jahnson,2000,3300,Sunset Strip,10,2,6,20,0,20,3,60,0,1,1,4
13000000,Toho Pictures,Japan,Takao Okawara,Action,10037390,Godzilla 2000,PG,36756,99,6.1,Hiroshi Abe,5994,Hiroshi Kashiwabara,1999,3002,Godzilla 2000,22,10,5,59.09090909,0,13.63636364,0,27.27272727,1,2,4.333333332,6.333333331
50000000,Bel Air Entertainment,USA,Howard Deutch,Comedy,44737059,The Replacements,PG-13,36749,118,6.5,Keanu Reeves,50976,Vince McKewin,2000,3120,The Replacements,48,6,2,75,0,8.333333333,0,16.66666667,1,2,9,11
1200000,Cheerleader LLC,USA,Jamie Babbit,Comedy,2205627,But I'm a Cheerleader,R,36749,85,6.6,Natasha Lyonne,21306,Brian Peterson,1999,2949,But I'm a Cheerleader,49,14,4,61.2244898,1,8.163265306,0,30.6122449,1,2,7.500000001,11.25
250000,Artisan Entertainment,USA,Miguel Arteta,Comedy,1050600,Chuck & Buck,R,36742,96,6.6,Mike White,4800,Mike White,2000,3271,Chuck & Buck,5,3,1,40,1,40,0,20,0,0,1,1.5
65000000,Clipsal Films,USA,Clint Eastwood,Action,90464773,Space Cowboys,PG-13,36742,130,6.4,Clint Eastwood,63698,Ken Kaufman,2000,3159,Space Cowboys,12,1,0,66.66666667,0,16.66666667,0,16.66666667,1,2,3.999999999,4.999999999
45000000,Jerry Bruckheimer Films,USA,David McNally,Comedy,60786269,Coyote Ugly,PG-13,36742,100,5.6,Piper Perabo,95297,Gina Wendkos,2000,3115,Coyote Ugly,48,8,19,58.33333333,17,31.25,2,10.41666667,1,2,1.866666667,2.2
95000000,Columbia Pictures Corporation,USA,Paul Verhoeven,Action,73209340,Hollow Man,R,36742,112,5.7,Kevin Bacon,107767,Gary Scott Thompson,2000,3092,Hollow Man,29,2,1,37.93103448,1,41.37931034,0,20.68965517,0,0,0.916666667,1.416666667
19000000,Gullane Pictures,UK,Britt Allcroft,Adventure,15911333,Thomas and the Magic Railroad,G,36733,85,3.7,Alec Baldwin,3106,Britt Allcroft,2000,3205,Thomas and the Magic Railroad,15,7,0,60,0,13.33333333,0,26.66666667,1,2,4.500000001,6.500000002
100000000,DreamWorks,USA,Robert Zemeckis,Drama,155464351,What Lies Beneath,PG-13,36728,130,6.6,Harrison Ford,103332,Clark Gregg,2000,3095,What Lies Beneath,22,2,8,59.09090909,8,18.18181818,0,22.72727273,1,2,3.25,4.500000001
75000000,Twentieth Century Fox Film Corporation,USA,Bryan Singer,Action,157299717,X-Men,PG-13,36721,104,7.4,Patrick Stewart,493164,Tom DeSanto,2000,3091,X-Men,42,15,14,47.61904762,8,16.66666667,1,35.71428571,1,2,2.857142857,4.999999999
0,Alliance Atlantis Communications,Germany,István Szabó,Drama,5095981,Sunshine,R,36721,181,7.5,Ralph Fiennes,11708,István Szabó,1999,2988,Sunshine,40,1,4,70,2,2.5,0,27.5,1,2,28,39
65000000,Chester Films Inc.,USA,Jon Turteltaub,Comedy,69691949,The Kid,PG,36714,104,6.1,Bruce Willis,36128,Audrey Wells,2000,3188,The Kid,48,1,2,52.08333333,0,18.75,1,29.16666667,1,2,2.777777778,4.333333333
19000000,Dimension Films,USA,Keenen Ivory Wayans,Comedy,157019771,Scary Movie,R,36714,88,6.2,Anna Faris,199176,Shawn Wayans,2000,3093,Scary Movie,51,47,1,35.29411765,1,31.37254902,0,33.33333333,1,2,1.125,2.1875
76000000,Capella International,USA,Des McAnuff,Animation,26000610,The Adventures of Rocky & Bullwinkle,PG,36707,92,4.2,Robert De Niro,17406,Jay Ward,2000,3176,The Adventures of Rocky & Bullwinkle,8,6,2,62.5,2,0,0,37.5,1,2,0,0
45000000,Aardman Animations,UK,Peter Lord,Animation,106834564,Chicken Run,G,36700,84,7,Mel Gibson,150396,Peter Lord,2000,3134,Chicken Run,37,1,20,51.35135135,2,13.51351351,0,35.13513514,1,2,3.800000001,6.400000002
51000000,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,90570999,"Me, Myself & Irene",R,36700,116,6.6,Jim Carrey,196521,Peter Farrelly,2000,3124,"Me, Myself & Irene",27,9,2,40.74074074,2,7.407407407,0,51.85185185,1,1,5.5,12.5
75000000,David Kirschner Productions,USA,Don Bluth,Animation,22751979,Titan A.E.,PG,36693,94,6.6,Matt Damon,54115,Hans Bauer,2000,3172,Titan A.E.,22,6,1,45.45454545,0,13.63636364,0,40.90909091,1,2,3.333333332,6.333333331
46000000,Paramount Pictures,Germany,John Singleton,Action,70334258,Shaft,R,36693,99,5.9,Samuel L. Jackson,61511,Ernest Tidyman,2000,3137,Shaft,38,2,3,34.21052632,0,13.15789474,0,52.63157895,1,1,2.6,6.599999999
80000000,Walt Disney Pictures,USA,James Algar,Animation,60655420,Fantasia 2000,G,36693,100,7.2,James Levine,29666,Eric Goldberg,1999,2962,Fantasia 2000,19,5,4,63.15789474,1,5.263157895,0,31.57894737,1,2,12,18
0,FilmFour,UK,Paul McGuigan,Crime,30915,Gangster No. 1,R,36686,103,6.8,Malcolm McDowell,11520,Johnny Ferguson,2000,3220,Gangster No. 1,10,6,0,20,0,0,0,80,1,1,0,0
90000000,Touchstone Pictures,USA,Dominic Sena,Action,101648571,Gone in Sixty Seconds,PG-13,36686,118,6.5,Nicolas Cage,230823,H.B. Halicki,2000,3101,Gone in Sixty Seconds,8,5,0,87.5,0,0,0,12.5,1,2,0,0
0,New Line Cinema,USA,Michael Cristofer,Drama,239894,Body Shots,R,36686,106,5,Joe Basile,4983,David McKenna,1999,3015,Body Shots,11,1,32,18.18181818,1,9.090909091,0,72.72727273,1,1,2,10
30000000,Twentieth Century Fox Film Corporation,USA,Raja Gosnell,Action,117559438,Big Momma's House,PG-13,36679,99,5.1,Martin Lawrence,71163,Darryl Quarles,2000,3157,Big Momma's House,42,11,5,35.71428571,1,21.42857143,1,42.85714286,1,1,1.666666666,3.666666666
55000000,Touchstone Pictures,USA,Tom Dey,Action,56937502,Shanghai Noon,PG-13,36672,110,6.6,Jackie Chan,103550,Miles Millar,2000,3155,Shanghai Noon,30,23,2,56.66666667,0,10,0,33.33333333,1,2,5.666666667,9
0,Bandai Visual Company,Japan,Takeshi Kitano,Drama,198238,Kikujiro,PG-13,36672,121,7.9,Takeshi Kitano,15585,Takeshi Kitano,1999,3041,Kikujiro,9,4,8,11.11111111,0,0,0,88.88888889,1,1,0,0
125000000,Paramount Pictures,USA,John Woo,Action,215409889,Mission: Impossible II,PG-13,36670,123,6.1,Tom Cruise,260493,Bruce Geller,2000,3106,Mission: Impossible II,23,17,2,30.43478261,2,26.08695652,0,43.47826087,1,1,1.166666667,2.833333334
127500000,Walt Disney Pictures,USA,Eric Leighton,Animation,137748063,Dinosaur,PG,36665,82,6.5,D.B. Sweeney,42134,Thom Enriquez,2000,3128,Dinosaur,28,1,12,57.14285714,4,3.571428571,0,39.28571429,1,2,16,27
6000000,American Zoetrope,USA,Sofia Coppola,Drama,4859475,The Virgin Suicides,R,36665,97,7.2,Kirsten Dunst,125166,Jeffrey Eugenides,1999,2874,The Virgin Suicides,13,1,0,46.15384615,0,38.46153846,0,15.38461538,1,2,1.2,1.6
29000000,Columbia Pictures Corporation,USA,Nicholas Hytner,Drama,17174870,Center Stage,PG-13,36658,115,6.7,Amanda Schull,16575,Carol Heikkinen,2000,3147,Center Stage,12,2,26,33.33333333,24,8.333333333,1,58.33333333,1,1,4,11
73000000,Warner Bros.,USA,Roger Christian,Action,21471685,Battlefield Earth,PG-13,36658,118,2.4,John Travolta,68160,Corey Mandell,2000,3117,Battlefield Earth,46,13,6,36.95652174,3,36.95652174,2,26.08695652,0,0,1,1.705882353
0,Desperate Pictures,UK,Gregg Araki,Comedy,45703,Splendor,R,36658,93,5.9,Kathleen Robertson,2740,Gregg Araki,1999,3064,Splendor,30,2,11,46.66666667,6,6.666666667,0,46.66666667,1,0,7,14
103000000,DreamWorks,USA,Ridley Scott,Action,187705427,Gladiator,R,36651,155,8.5,Russell Crowe,1081122,David Franzoni,2000,3082,Gladiator,21,4,4,66.66666667,4,14.28571429,0,19.04761905,1,2,4.666666666,5.999999999
4000000,Screen Gems,USA,Mike Figgis,Drama,945041,Timecode,R,36644,97,6.2,Jeanne Tripplehorn,6042,Mike Figgis,2000,3269,Timecode,21,3,6,28.57142857,5,4.761904762,0,66.66666667,1,1,6,20
83000000,Universal Pictures,USA,Brian Levant,Comedy,35268275,The Flintstones in Viva Rock Vegas,PG,36644,90,3.6,Mark Addy,16842,William Hanna,2000,3145,The Flintstones in Viva Rock Vegas,10,6,0,80,0,20,0,0,1,2,4,4
15000000,Twentieth Century Fox Film Corporation,USA,Matt Williams,Comedy,33771174,Where the Heart Is,PG-13,36644,120,6.8,Natalie Portman,28510,Lowell Ganz,2000,3143,Where the Heart Is,9,1,1,55.55555556,0,22.22222222,0,22.22222222,1,2,2.5,3.5
20000000,40 Acres & A Mule Filmworks,USA,Gina Prince-Bythewood,Drama,27441122,Love & Basketball,PG-13,36637,124,7.2,Sanaa Lathan,15454,Gina Prince-Bythewood,2000,3165,Love & Basketball,32,2,11,46.875,7,12.5,3,40.625,1,2,3.75,7
700000,Blue Streak Films,USA,David Moreton,Comedy,870751,Edge of Seventeen,NOT RATED,36636,99,6.8,Chris Stafford,4954,Todd Stephens,1998,2828,Edge of Seventeen,63,12,1,58.73015873,1,15.87301587,0,25.3968254,1,2,3.700000001,5.300000001
43000000,Columbia Pictures Corporation,USA,Betty Thomas,Comedy,37170488,28 Days,PG-13,36630,103,6,Sandra Bullock,37015,Susannah Grant,2000,3161,28 Days,7,1,0,42.85714286,0,0,0,57.14285714,1,1,0,0
7000000,Am Psycho Productions,USA,Mary Harron,Crime,15070285,American Psycho,R,36630,102,7.6,Christian Bale,391018,Bret Easton Ellis,2000,3083,American Psycho,22,3,3,59.09090909,2,13.63636364,0,27.27272727,1,2,4.333333332,6.333333331
35000000,Universal Pictures,USA,Rob Cohen,Action,35007180,The Skulls,PG-13,36616,106,5.6,Joshua Jackson,28112,John Pogue,2000,3197,The Skulls,33,1,4,39.39393939,0,30.3030303,0,30.3030303,1,2,1.3,2.3
30000000,Touchstone Pictures,UK,Stephen Frears,Comedy,27277055,High Fidelity,R,36616,113,7.5,John Cusack,150311,Nick Hornby,2000,3123,High Fidelity,62,10,7,66.12903226,5,6.451612903,0,27.41935484,1,2,10.25,14.5
95000000,DreamWorks Animation,USA,Bibo Bergeron,Animation,50863742,The Road to El Dorado,PG,36616,89,6.9,Kevin Kline,65786,Terry Rossio,2000,3118,The Road to El Dorado,59,17,11,59.3220339,0,6.779661017,0,33.89830508,1,2,8.75,13.75
0,"Deseo, El",Spain,Pedro Almodóvar,Drama,8264530,All About My Mother,R,36616,101,7.9,Cecilia Roth,74742,Pedro Almodóvar,1999,2933,All About My Mother,17,1,1,41.17647059,1,23.52941176,0,35.29411765,1,2,1.75,3.250000001
8500000,Polygram Filmed Entertainment,USA,Keith Gordon,Drama,327418,Waking the Dead,R,36609,105,6.7,Billy Crudup,6173,Scott Spencer,2000,3255,Waking the Dead,8,4,1,37.5,0,25,0,37.5,1,0,1.5,3
25000000,Warner Bros.,USA,Andrzej Bartkowiak,Action,55973336,Romeo Must Die,R,36607,115,6.1,Jet Li,59814,Mitchell Kapner,2000,3166,Romeo Must Die,29,5,8,34.48275862,5,13.79310345,1,51.72413793,1,1,2.5,6.249999999
52000000,Universal Pictures,USA,Steven Soderbergh,Biography,125595205,Erin Brockovich,R,36602,131,7.3,Julia Roberts,145443,Susannah Grant,2000,3108,Erin Brockovich,55,17,12,61.81818182,5,10.90909091,6,27.27272727,1,2,5.666666666,8.166666666
23000000,New Line Cinema,USA,James Wong,Horror,53331147,Final Destination,R,36602,98,6.7,Devon Sawa,194181,Glen Morgan,2000,3097,Final Destination,48,7,9,41.66666667,3,25,5,33.33333333,1,2,1.666666667,3
25000000,Lakeshore Entertainment,USA,John Schlesinger,Comedy,14990582,The Next Best Thing,PG-13,36588,108,4.7,Madonna,9717,Tom Ropelewski,2000,3274,The Next Best Thing,33,1,4,36.36363636,0,21.21212121,3,42.42424242,1,1,1.714285714,3.714285714
6000000,Alcon Entertainment,USA,Jay Russell,Comedy,34099640,My Dog Skip,PG,36588,95,7,Frankie Muniz,17398,Willie Morris,2000,3203,My Dog Skip,41,16,2,56.09756098,1,7.317073171,0,36.58536585,1,2,7.666666667,12.66666667
312000,Spanky Pictures,USA,Gavin O'Connor,Drama,1281176,Tumbleweeds,PG-13,36588,102,6.7,Janet McTeer,3018,Angela Shelton,1999,3078,Tumbleweeds,18,1,0,22.22222222,0,5.555555556,0,72.22222222,1,1,3.999999999,17
55000000,British Broadcasting Corporation (BBC),USA,Curtis Hanson,Comedy,19389454,Wonder Boys,R,36581,107,7.4,Michael Douglas,56555,Michael Chabon,2000,3187,Wonder Boys,26,1,2,73.07692308,2,7.692307692,0,19.23076923,1,2,9.500000001,12
42000000,Dimension Films,USA,John Frankenheimer,Action,23360779,Reindeer Games,R,36581,104,5.7,Ben Affleck,33094,Ehren Kruger,2000,3179,Reindeer Games,8,3,0,25,0,50,0,25,0,0,0.5,1
0,Raajkamal Films International,India,Kamal Haasan,Crime,274675,Hey Ram,Not specified,36574,186,8,Kamal Haasan,8729,Kamal Haasan,2000,3253,Hey Ram,23,2,0,21.73913043,0,4.347826087,0,73.91304348,1,1,4.999999999,22
7000000,New Line Cinema,USA,Ben Younger,Crime,16938179,Boiler Room,R,36574,120,7,Giovanni Ribisi,43830,Ben Younger,2000,3144,Boiler Room,24,3,3,50,2,12.5,0,37.5,1,2,4,7
30000000,Disney Television Animation,USA,Jun Falkenstein,Animation,45554533,The Tigger Movie,G,36567,77,6.3,Jim Cummings,14258,A.A. Milne,2000,3254,The Tigger Movie,79,68,5,56.96202532,2,11.39240506,0,31.64556962,1,2,5.000000002,7.77777778
50000000,Figment Films,USA,Danny Boyle,Adventure,39785027,The Beach,R,36567,119,6.6,Leonardo DiCaprio,191504,John Hodge,2000,3094,The Beach,31,1,0,48.38709677,0,12.90322581,0,38.70967742,1,2,3.749999999,6.749999998
40000000,Dimension Films,USA,Wes Craven,Horror,89138076,Scream 3,R,36560,116,5.5,David Arquette,105236,Kevin Williamson,2000,3132,Scream 3,17,3,7,41.17647059,1,11.76470588,2,47.05882353,1,1,3.500000001,7.500000002
0,Alliance Atlantis Communications,UK,Shane Meadows,Comedy,18434,A Room for Romeo Brass,R,36560,90,7.7,Martin Arrowsmith,4755,Robyn Slovo,1999,3059,A Room for Romeo Brass,5,5,0,80,0,0,0,20,1,2,0,0
35000000,Ambridge Film Partnership,Canada,Stephan Elliott,Drama,16459004,Eye of the Beholder,R,36553,109,4.9,Ewan McGregor,13676,Marc Behm,1999,3019,Eye of the Beholder,8,1,0,75,0,12.5,0,12.5,1,2,6,7
35000000,Open City Films,USA,Kris Isacsson,Comedy,20035310,Down to You,PG-13,36546,91,4.9,Freddie Prinze Jr.,12868,Kris Isacsson,2000,3210,Down to You,13,1,0,38.46153846,0,7.692307692,0,53.84615385,1,1,5,12
50000000,David Brown Productions,USA,Alan Parker,Drama,13038660,Angela's Ashes,R,36546,145,7.3,Emily Watson,17953,Frank McCourt,1999,2970,Angela's Ashes,76,4,8,28.94736842,2,10.52631579,3,60.52631579,1,1,2.75,8.5
9000000,Sciarlò,Italy,Giuseppe Tornatore,Drama,259127,The Legend of 1900,R,36546,165,8.1,Tim Roth,45151,Alessandro Baricco,1998,2726,The Legend of 1900,10,6,1,30,1,10,0,60,1,1,3,9
0,Film Kraft,India,Rakesh Roshan,Action,356000,Kaho Naa... Pyaar Hai,B,36539,172,6.9,Hrithik Roshan,10926,Rakesh Roshan,2000,3257,Kaho Naa... Pyaar Hai,17,11,36,52.94117647,36,0,0,47.05882353,1,2,0,0
40000000,Columbia Pictures Corporation,USA,James Mangold,Biography,28871190,"Girl, Interrupted",R,36539,127,7.4,Winona Ryder,135410,Susanna Kaysen,1999,2881,"Girl, Interrupted",66,8,2,65.15151515,1,10.60606061,1,24.24242424,1,2,6.14285714,8.428571425
24000000,FilmColony,USA,Lasse Hallström,Drama,57545092,The Cider House Rules,PG-13,36532,126,7.4,Tobey Maguire,83170,John Irving,1999,2919,The Cider House Rules,12,8,1,50,0,8.333333333,1,41.66666667,1,2,6,11
37000000,Ghoulardi Film Company,USA,Paul Thomas Anderson,Drama,22455976,Magnolia,R,36532,188,8,Tom Cruise,253771,Paul Thomas Anderson,1999,2877,Magnolia,15,1,4,46.66666667,4,0,0,53.33333333,1,1,0,0
0,Arts Council of England,UK,Patricia Rozema,Comedy,4764741,Mansfield Park,PG-13,36519,112,7.1,Frances O'Connor,18079,Jane Austen,1999,2937,Mansfield Park,18,4,4,27.77777778,0,11.11111111,0,61.11111111,1,1,2.5,8.000000001
40000000,Miramax,USA,Anthony Minghella,Crime,81298265,The Talented Mr. Ripley,R,36519,139,7.3,Matt Damon,148622,Patricia Highsmith,1999,2883,The Talented Mr. Ripley,56,17,36,41.07142857,19,23.21428571,3,35.71428571,1,2,1.769230769,3.307692308
45000000,DreamWorks,USA,Dean Parisot,Adventure,71583916,Galaxy Quest,PG,36519,102,7.3,Tim Allen,130142,David Howard,1999,2876,Galaxy Quest,31,11,0,54.83870968,0,19.35483871,0,25.80645161,1,2,2.833333333,4.166666667
55000000,Warner Bros.,USA,Oliver Stone,Drama,75530832,Any Given Sunday,R,36516,162,6.8,Al Pacino,101796,Daniel Pyne,1999,2906,Any Given Sunday,81,13,1,59.25925926,0,13.58024691,1,27.16049383,1,2,4.363636365,6.363636366
82000000,Universal Pictures,UK,Milos Forman,Biography,34580635,Man on the Moon,R,36516,118,7.4,Jim Carrey,105653,Scott Alexander,1999,2895,Man on the Moon,21,2,45,61.9047619,45,9.523809524,0,28.57142857,1,2,6.499999999,9.499999999
92000000,Fox 2000 Pictures,USA,Andy Tennant,Drama,39263420,Anna and the King,PG-13,36511,148,6.7,Jodie Foster,32493,Anna Leonowens,1999,2966,Anna and the King,7,5,10,28.57142857,1,0,0,71.42857143,1,1,0,0
100000000,1492 Pictures,USA,Chris Columbus,Comedy,58220776,Bicentennial Man,PG,36511,132,6.8,Robin Williams,94773,Isaac Asimov,1999,2907,Bicentennial Man,32,11,1,28.125,0,18.75,0,53.125,1,1,1.5,4.333333333
17000000,Happy Madison Productions,USA,Mike Mitchell,Comedy,65538755,Deuce Bigalow: Male Gigolo,R,36504,88,5.7,Rob Schneider,62761,Harris Goldberg,1999,2898,Deuce Bigalow: Male Gigolo,7,4,0,28.57142857,0,0,0,71.42857143,1,1,0,0
