Budget,Genre,Gross,Name,Negative Percentage,Negative Retweets,Neutral Tweets,Positive Percentage,Positive Retweets,Runtime,Score,Tweets Analyzed,Votes,Year,SentClass2,SentClass3,SentRatio
3500000,Horror,25138292,The Witch,20.98765432,2287,32.09876543,46.91358025,18130,92,6.8,81,111384,2015,1,2,2.235294118
5000000,Horror,20747013,La bruja de Blair,4.225352113,1,91.54929577,4.225352113,85,89,5,71,29715,2016,0,1,1
40000000,Horror,102470008,The Conjuring 2,13.51351351,151,52.7027027,33.78378378,4,134,7.4,74,151427,2016,0,1,2.5
7000000,Horror,1333124,El demonio neón,0,0,100,0,0,118,6.2,13,56660,2016,0,1,0
0,Horror,70,Pet,11.62790698,92961,46.51162791,41.86046512,3020,94,5.7,86,10504,2016,0,1,3.599999999
1500000,Horror,779820,31,11.57894737,31749,70.52631579,17.89473684,3318,102,5,95,11945,2016,0,1,1.545454545
0,Horror,2987063,The Other Side of the Door,68.35443038,434,6.329113924,25.3164557,12,96,5.3,79,13615,2016,0,0,0.37037037
12000000,Mystery,7498716,I Know Who Killed Me,46,2732,22,32,4,100,3.6,100,23832,2007,0,0,0.695652174
32000000,Mystery,35193167,The Number 23,2.564102564,24,43.58974359,53.84615385,6501,101,6.4,39,174137,2007,1,2,21
80000000,Mystery,128012934,Shutter Island,6.756756757,250,74.32432432,18.91891892,86,138,8.1,74,883895,2010,0,1,2.8
14000000,Mystery,5981749,El penthouse,2.5,0,97.5,0,0,108,6.3,40,40462,2014,0,1,0
5000000,Mystery,322600,The Guest,17.64705882,79280,43.1372549,39.21568627,2230,100,6.7,51,73747,2014,0,1,2.222222222
4000000,Mystery,35385560,The Boy Next Door,24.44444444,206,44.44444444,31.11111111,576,91,4.7,45,31057,2015,0,1,1.272727273
30000000,Sci-Fi,115646235,Sector 9,27.27272727,4076,54.54545455,18.18181818,67,112,8,11,566581,2009,0,1,0.666666667
0,Sci-Fi,56129,Beyond the Black Rainbow,61.62790698,32,6.976744186,31.39534884,10,110,6,86,7662,2010,0,0,0.509433962
10000000,Thriller,1785,The Canyon,18.98734177,11,34.17721519,46.83544304,3964,100,5.9,79,3453,2009,1,2,2.466666667
0,Thriller,20960,Red Hill,18.91891892,99,50,31.08108108,164,95,6.4,74,7518,2010,0,1,1.642857143
0,Thriller,243390,Frozen,13.40206186,1,48.45360825,38.1443299,46707,93,6.2,97,57244,2010,0,1,2.846153845
0,Thriller,243390,Frozen,14.77272727,47,51.13636364,34.09090909,1048,93,6.2,88,57244,2010,0,1,2.307692308
8000000,Thriller,16458,Blackway,15.47619048,112,75,9.523809524,106,90,5.2,84,4931,2015,0,1,0.615384615
2000000,Western,229094,Slow West,47.36842105,51279,21.05263158,31.57894737,1151,84,6.9,57,33032,2015,0,0,0.666666667
0,Comedy,208799,Una sonrisa a la vida,0,0,88.88888889,11.11111111,858,108,7.3,18,7973,2015,0,1,0
0,Action,100119,Elite Squad: The Enemy Within,0,0,100,0,0,115,8.1,3,70700,2010,0,1,0
0,Action,50000,Turbo Kid,12,230,50.66666667,37.33333333,6336,93,6.7,75,20452,2015,0,1,3.111111111
0,Action,12391761,Dangal,18.75,9,64.58333333,16.66666667,363,161,8.7,48,70565,2016,0,1,0.888888889
8000000,Biography,35070,A Street Cat Named Bob,1.666666667,0,80,18.33333333,24,103,7.4,60,16636,2016,0,1,11
12500000,Comedy,323331,Russian Dolls,20.83333333,194,35.41666667,43.75,6805,125,7,48,17470,2005,1,2,2.1
0,Comedy,1849,Alucinaciones,2.150537634,0,94.62365591,3.225806452,0,84,4.7,93,14453,2007,0,1,1.5
0,Comedy,116478,Kaboom,9.278350515,7004,67.01030928,23.71134021,1694,86,5.7,97,11100,2010,0,1,2.555555556
0,Comedy,228894,The Love Witch,9.302325581,76,12.79069767,77.90697674,73146,120,6.2,86,6054,2016,1,2,8.375
0,Crime,56103,The Aura,17.24137931,204042,29.88505747,52.87356322,5427,134,7.3,87,11477,2005,1,2,3.066666667
0,Crime,6177192,Tell No One,30.12048193,535,34.93975904,34.93975904,101817,131,7.6,83,41947,2006,0,0,1.16
0,Crime,327919,This Is England,24.32432432,368,29.72972973,45.94594595,14258,101,7.7,74,104084,2006,1,2,1.888888889
0,Crime,150564,The Tribe,11.66666667,0,45,43.33333333,1791,126,7.1,60,8036,2014,0,1,3.714285713
0,Drama,117581,Time to Leave,16.66666667,29,31.66666667,51.66666667,4185,81,7.1,60,7609,2005,1,2,3.1
2000000,Drama,1985292,Shortbus,13.15789474,22844,61.84210526,25,56,101,6.5,76,28807,2006,0,1,1.9
0,Drama,46011,XXY,3.092783505,0,91.75257732,5.154639175,38,86,7.1,97,11279,2007,0,1,1.666666667
0,Drama,110248,Dogtooth,7.368421053,0,64.21052632,28.42105263,19,94,7.3,95,53533,2009,0,1,3.857142857
0,Drama,558342,Even the Rain,28.20512821,169,28.20512821,43.58974359,518258,103,7.5,78,10681,2010,1,2,1.545454545
0,Drama,157427,Elles,0,0,95.89041096,4.109589041,9,99,5.7,73,5354,2011,0,1,0
1000000,Drama,32630,The Duke of Burgundy,7.575757576,4,37.87878788,54.54545455,56,104,6.6,66,8925,2014,1,2,7.2
0,Drama,198493,White Girl,18,3220,34,48,4087,88,5.8,50,5245,2016,1,2,2.666666667
0,Drama,72622,Buster's Mal Heart,9.090909091,0,70.45454545,20.45454545,0,96,5.9,44,2994,2016,0,1,2.249999999
8000000,Adventure,52287414,Stand by Me,10.46511628,87,50,39.53488372,126,89,8.1,86,299174,1986,0,1,3.777777777
6000000,Comedy,70136369,Ferris Bueller's Day Off,20.89552239,35,55.2238806,23.88059701,2303,103,7.8,67,264740,1986,0,1,1.142857143
15000000,Action,179800601,Top Gun,6.818181818,435,11.36363636,81.81818182,12990,110,6.9,88,236909,1986,1,2,12
18500000,Action,85160248,Aliens,25.53191489,3521,48.93617021,25.53191489,15526,137,8.4,47,540152,1986,0,1,1
9000000,Adventure,18564613,Flight of the Navigator,16.4556962,34,64.55696203,18.98734177,2,90,6.9,79,36636,1986,0,1,1.153846154
6000000,Drama,138530565,Platoon,20,2099,53.33333333,26.66666667,17377,120,8.1,45,317585,1986,0,1,1.333333334
25000000,Adventure,12729917,Labyrinth,8.955223881,157,73.13432836,17.91044776,410,101,7.4,67,102879,1986,0,1,2
6000000,Drama,8551228,Blue Velvet,12.12121212,4,66.66666667,21.21212121,62,120,7.8,66,146768,1986,0,1,1.75
9000000,Comedy,40471663,Pretty in Pink,10,77,6,84,635,96,6.8,50,60565,1986,1,2,8.4
15000000,Drama,40456565,The Fly,7.058823529,999,9.411764706,83.52941176,50544,96,7.5,85,129698,1986,1,2,11.83333333
8800000,Adventure,174635000,Crocodile Dundee,12.35955056,29,62.92134831,24.71910112,67,97,6.5,89,79465,1986,0,1,2
16000000,Action,5900000,Highlander,12.64367816,63,66.66666667,20.68965517,262,116,7.2,87,104860,1986,0,1,1.636363636
6000000,Comedy,8200000,Lucas,4.12371134,649,83.50515464,12.37113402,1190,100,6.8,97,12228,1986,0,1,3
25000000,Action,11100000,Big Trouble in Little China,69.64285714,12,12.5,17.85714286,80,99,7.3,56,101678,1986,0,0,0.256410256
15000000,Crime,8620929,Manhunter,14.49275362,96,46.37681159,39.13043478,424,120,7.2,69,54000,1986,0,1,2.7
17000000,Drama,6734844,9½ Weeks,13.51351351,26226,16.21621622,70.27027027,7963,117,5.9,37,31798,1986,1,2,5.200000001
10000000,Action,7433663,Maximum Overdrive,19.79166667,19,56.25,23.95833333,12,98,5.4,96,24881,1986,0,1,1.210526315
25000000,Comedy,38747385,Little Shop of Horrors,60.37735849,219,11.32075472,28.30188679,15,94,6.9,53,53327,1986,0,0,0.46875
2700000,Action,3500000,The Wraith,18.60465116,2732,41.86046512,39.53488372,19304,93,5.9,86,11635,1986,0,1,2.125
35000000,Action,16295774,Howard the Duck,12.24489796,4,64.28571429,23.46938776,7,110,4.6,98,36020,1986,0,1,1.916666667
2000000,Action,13167232,Critters,12.5,237,39.58333333,47.91666667,409,82,6,48,25517,1986,1,2,3.833333334
11000000,Comedy,91258000,Back to School,15.90909091,323,43.18181818,40.90909091,678,96,6.6,88,23120,1986,0,1,2.571428571
4700000,Comedy,8025872,The Texas Chainsaw Massacre 2,9.375,0,34.375,56.25,119,89,5.6,32,21253,1986,1,2,6
15000000,Action,42724017,Heartbreak Ridge,18.94736842,2,44.21052632,36.84210526,10,130,6.8,95,32954,1986,0,1,1.944444444
25000000,Adventure,109713132,Star Trek IV: The Voyage Home,34.92063492,20,41.26984127,23.80952381,15,119,7.3,63,66366,1986,0,1,0.681818182
0,Comedy,40697761,Short Circuit,16.92307692,9,64.61538462,18.46153846,90,98,6.6,65,47068,1986,0,1,1.090909091
0,Crime,7153487,The Name of the Rose,9.459459459,391,13.51351351,77.02702703,1437,130,7.8,74,86991,1986,1,2,8.142857144
0,Action,24159872,Iron Eagle,19.23076923,37,51.28205128,29.48717949,20,117,5.3,78,11304,1986,0,1,1.533333334
25000000,Action,79817937,The Golden Child,8.928571429,2,21.42857143,69.64285714,1381,94,5.9,56,42997,1986,1,2,7.799999999
1900000,Crime,4600000,River's Edge,23.75,4,40,36.25,29,99,7.1,80,12862,1986,0,1,1.526315789
25000000,Comedy,39246734,¡Three Amigos!,6.172839506,4,50.61728395,43.20987654,333,104,6.4,81,57406,1986,0,1,7
25000000,Action,49042224,Cobra,4.494382022,277,83.14606742,12.35955056,1959,87,5.7,89,54851,1986,0,1,2.75
0,Drama,2003822,Betty Blue,13.18681319,842095,62.63736264,24.17582418,9636,120,7.4,91,14562,1986,0,1,1.833333333
24500000,Adventure,17218023,The Mission,22.07792208,6486,37.66233766,40.25974026,2916,125,7.5,77,47497,1986,1,2,1.823529412
13800000,Drama,52293982,The Color of Money,25.3968254,154,39.68253968,34.92063492,31,119,7,63,62495,1986,0,1,1.375
0,Action,115103979,The Karate Kid Part II,9.523809524,0,19.04761905,71.42857143,14,113,5.9,21,58370,1986,1,2,7.5
0,Drama,7177431,The Boy Who Could Fly,2.040816327,0,10.20408163,87.75510204,8,114,6.5,49,4623,1986,1,2,42.99999999
6000000,Thriller,5844868,The Hitcher,7.777777778,35403,54.44444444,37.77777778,91034,97,7.3,90,36191,1986,0,1,4.857142857
10000000,Comedy,37499651,The Money Pit,20.2247191,70,44.94382022,34.83146067,120,91,6.3,89,41278,1986,0,1,1.722222222
3000000,Horror,19472057,Jason Lives: Friday the 13th Part VI,2.222222222,0,66.66666667,31.11111111,2,86,5.9,45,28310,1986,0,1,14
25000000,Adventure,14302779,The Mosquito Coast,9.090909091,2,40,50.90909091,86,117,6.6,55,23076,1986,1,2,5.6
0,Animation,47483002,An American Tail,13.51351351,0,44.59459459,41.89189189,71,80,6.9,74,41004,1986,0,1,3.100000001
4000000,Biography,2826523,Sid and Nancy,17.5,45,52.5,30,1342,112,7.1,40,25032,1986,0,1,1.714285714
10000000,Action,4711220,King Kong Lives,8,0,72,20,11,105,3.8,25,4401,1986,0,1,2.5
4500000,Horror,1261000,From Beyond,22.53521127,755,38.02816901,39.43661972,1171,86,6.7,71,16636,1986,1,2,1.75
18000000,Comedy,41382841,Peggy Sue Got Married,6.153846154,0,6.153846154,87.69230769,30,103,6.3,65,28529,1986,1,2,14.25
19000000,Horror,40996665,Poltergeist II: The Other Side,66.66666667,0,0,33.33333333,0,91,5.7,6,20669,1986,0,0,0.5
1100000,Comedy,5450815,Troll,13.97849462,89,69.89247312,16.12903226,3153,82,4.3,93,7569,1986,0,1,1.153846154
0,Action,38500726,Running Scared,22.03389831,40,42.37288136,35.59322034,146,107,6.5,59,9344,1986,0,1,1.615384615
0,Comedy,26285544,Wildcats,4,28,66,30,150,106,5.9,100,10239,1986,0,1,7.5
111000,Biography,609939,Henry: Portrait of a Serial Killer,19.29824561,0,61.40350877,19.29824561,10,83,7,57,25367,1986,0,1,1
18000000,Adventure,9697739,SpaceCamp,6.25,1,43.75,50,10,107,5.6,32,11484,1986,1,2,8
6400000,Comedy,40084041,Hannah and Her Sisters,3.846153846,0,55.76923077,40.38461538,111,107,8,52,56988,1986,0,1,10.5
14000000,Animation,38600000,The Great Mouse Detective,0,0,9.375,90.625,1076,74,7.2,64,36539,1986,1,2,0
8500000,Action,16209459,Raw Deal,44.68085106,68,19.14893617,36.17021277,533,106,5.5,47,24851,1986,0,0,0.80952381
6000000,Animation,5849647,The Transformers: The Movie,12.5,3,32.29166667,55.20833333,19,84,7.3,96,33609,1986,1,2,4.416666666
0,Drama,2015882,Rad,10.1010101,16781,81.81818182,8.080808081,20204,91,7.2,99,4039,1986,0,1,0.8
5000000,Comedy,591366,Night of the Creeps,21.27659574,10,38.29787234,40.42553191,49,88,6.8,94,16077,1986,1,2,1.9
12000000,Horror,4884663,Invaders from Mars,32.69230769,108,36.53846154,30.76923077,15,100,5.5,52,5878,1986,0,1,0.941176471
0,Drama,5839031,Crossroads,13.43283582,20,44.7761194,41.79104478,1670,99,7.1,67,11415,1986,0,1,3.111111112
6000000,Drama,28607524,Hoosiers,10.95890411,0,43.83561644,45.20547945,420,114,7.6,73,36604,1986,1,2,4.125
0,Drama,300653,Sacrifice,20,1841,38.57142857,41.42857143,90496,149,8.1,70,16571,1986,1,2,2.071428572
6500000,Crime,2347000,At Close Range,23.28767123,12,27.39726027,49.31506849,68,111,7,73,11607,1986,1,2,2.117647059
0,Drama,15448384,Youngblood,7.865168539,791,60.6741573,31.46067416,34247,110,6.1,89,10412,1986,0,1,4.000000001
0,Action,4662137,"No Retreat, No Surrender",23.86363636,40,57.95454545,18.18181818,25,85,5.6,88,12803,1986,0,1,0.761904762
0,Horror,14481606,Psicosis III,0,0,100,0,0,93,5.3,3,10022,1986,0,1,0
20000000,Comedy,25314289,Heartburn,21.33333333,43,57.33333333,21.33333333,54,108,6.1,75,7570,1986,0,1,1
15000000,Adventure,1953732,The Clan of the Cave Bear,10.11235955,2,57.30337079,32.58426966,2,98,5.3,89,5340,1986,0,1,3.222222222
12000000,Action,17768900,The Delta Force,25.86206897,389,41.37931034,32.75862069,32,125,5.6,58,15819,1986,0,1,1.266666666
0,Drama,8988731,Deadly Friend,54.79452055,359,17.80821918,27.39726027,137,91,5.5,73,5419,1986,0,0,0.5
0,Comedy,38702310,About Last Night...,21.95121951,1099,41.46341463,36.58536585,2404,113,6.2,41,12307,1986,0,1,1.666666667
0,Comedy,27820000,Soul Man,15.71428571,282,41.42857143,42.85714286,10257,104,5.2,70,6440,1986,1,2,2.727272728
0,Comedy,13431806,One Crazy Summer,66.26506024,4005,9.638554217,24.09638554,28,93,6.4,83,11581,1986,0,0,0.363636364
0,Comedy,6797218,Trick or Treat,3.333333333,1,81.11111111,15.55555556,6,98,5.8,90,4585,1986,0,1,4.666666668
18000000,Comedy,36611610,Gung Ho,17.0212766,391285,45.74468085,37.23404255,13,112,6.2,94,9965,1986,0,1,2.187499999
0,Crime,25147055,The Morning After,12.98701299,54,32.46753247,54.54545455,1796,103,6,77,4943,1986,1,2,4.199999999
0,Comedy,43579163,Police Academy 3: Back in Training,14.28571429,0,57.14285714,28.57142857,0,83,5.2,14,35443,1986,0,1,1.999999999
175000,Comedy,7137502,She's Gotta Have It,12.37113402,188,42.26804124,45.36082474,11,84,6.6,97,5257,1986,1,2,3.666666667
0,Comedy,71624879,Ruthless People,55.29411765,343,17.64705882,27.05882353,6126,93,6.9,85,22554,1986,0,0,0.489361702
8700000,Action,4865912,Band of the Hand,15.55555556,0,26.66666667,57.77777778,381,109,6.3,45,2297,1986,1,2,3.714285713
0,Crime,5186646,52 Pick-Up,4.347826087,0,60.86956522,34.7826087,14,110,6.4,23,3866,1986,0,1,8.000000001
0,Drama,31853080,Children of a Lesser God,15.625,24,59.375,25,23,119,7.2,64,12538,1986,0,1,1.6
12000000,Action,15945534,Armed and Dangerous,64.44444444,169,17.77777778,17.77777778,8,88,5.6,45,9040,1986,0,0,0.275862069
1100000,Comedy,1436000,Down by Law,43.10344828,73,18.96551724,37.93103448,5949,107,7.8,58,39456,1986,0,0,0.88
10000000,Action,20603715,F/X,8.43373494,765,79.51807229,12.04819277,29,109,6.7,83,14502,1986,0,1,1.428571428
0,Adventure,13245219,The Adventures of Milo and Otis,7.142857143,0,42.85714286,50,2,90,7.1,14,9178,1986,1,2,7
0,Comedy,8362969,Something Wild,24.69135802,105,9.87654321,65.43209877,289,114,6.9,81,13186,1986,1,2,2.650000001
18000000,Sci-Fi,3900000,The Manhattan Project,18.82352941,8,45.88235294,35.29411765,212,117,6.1,85,4666,1986,0,1,1.875
5000000,Horror,12947763,April Fool's Day,10.86956522,5669,52.17391304,36.95652174,11297,89,6.2,46,11458,1986,0,1,3.399999999
25000000,Action,1579260,Solarbabies,6.25,0,77.08333333,16.66666667,0,94,4.8,48,3397,1986,0,1,2.666666667
0,Comedy,17685307,The Big Easy,16.27906977,4,12.79069767,70.93023256,3848,102,6.6,86,10022,1986,1,2,4.357142857
0,Comedy,25587804,Jumpin' Jack Flash,9.87654321,4,62.96296296,27.16049383,8,105,5.8,81,15703,1986,0,1,2.75
40000000,Adventure,1641825,Piratas,0,0,98.4375,1.5625,0,121,6.1,64,6596,1986,0,1,0
0,Animation,5274,When the Wind Blows,16.66666667,1,55.55555556,27.77777778,23,80,7.8,18,7900,1986,0,1,1.666666666
10000000,Comedy,21458229,Tough Guys,52.27272727,329,6.818181818,40.90909091,14457,104,6.2,44,5584,1986,0,0,0.782608696
0,Drama,206952,Matador,5.660377358,32,81.13207547,13.20754717,462,110,7,53,8959,1986,0,1,2.333333334
0,Action,6637565,Black Moon Rising,69.49152542,137,18.6440678,11.86440678,1,100,5.4,59,4045,1986,0,0,0.170731707
12000000,Comedy,7790931,The Best of Times,8.235294118,389,16.47058824,75.29411765,5879,104,5.9,85,5523,1986,1,2,9.142857143
2000000,Horror,7369373,Witchboard,5.454545455,405,50.90909091,43.63636364,10581,98,5.7,55,4744,1986,0,1,8
14000000,Comedy,62134225,Down and Out in Beverly Hills,73.91304348,4,4.347826087,21.73913043,0,103,6.1,23,13569,1986,0,0,0.294117647
8500000,Biography,277646,Lady Jane,23.25581395,845,40.69767442,36.04651163,9583,136,7.2,86,5364,1986,0,1,1.55
0,Crime,7634909,Quicksilver,14.63414634,17,60.97560976,24.3902439,9,105,5.6,82,3720,1986,0,1,1.666666667
0,Animation,5958456,My Little Pony: The Movie,64.21052632,2186,4.210526316,31.57894737,12,86,6,95,2125,1986,0,0,0.491803279
0,Horror,916172,Gothic,13.41463415,232,58.53658537,28.04878049,10468,87,5.7,82,5843,1986,0,1,2.090909091
18000000,Action,1305114,8 Million Ways to Die,0,0,60,40,0,115,5.7,10,3607,1986,0,1,0
0,Crime,12303904,No Mercy,8.333333333,518,62.5,29.16666667,119,106,5.7,48,5564,1986,0,1,3.500000001
0,Comedy,8033397,Haunted Honeymoon,22.22222222,2,40.74074074,37.03703704,2,82,5.6,27,5549,1986,0,1,1.666666667
0,Comedy,320256,TerrorVision,15.625,0,37.5,46.875,18,83,5.7,96,4620,1986,1,2,3
0,Action,3751699,Allan Quatermain and the Lost City of Gold,0,0,0,0,0,99,4.4,0,7491,1986,0,0,0
0,Crime,5794184,Mona Lisa,16.48351648,16,52.74725275,30.76923077,2431,104,7.4,91,10747,1986,0,1,1.866666667
0,Comedy,32324557,Nothing in Common,59.3220339,320,10.16949153,30.50847458,185,118,5.9,59,5345,1986,0,0,0.514285714
8000000,Action,11834302,Firewalker,3,0,81,16,4543,104,5,100,4752,1986,0,1,5.333333333
0,Adventure,483460,Castaway,10.52631579,65,62.10526316,27.36842105,3126,117,6,95,2649,1986,0,1,2.6
3300000,Comedy,4941117,Vamp,2,0,91,7,7,93,5.9,100,3909,1986,0,1,3.5
0,Biography,3151,Caravaggio,6.849315068,82,78.08219178,15.06849315,28,93,6.7,73,4072,1986,0,1,2.2
0,Crime,21483,Mauvais Sang,4.12371134,66193,90.72164948,5.154639175,3627,116,7.3,97,4922,1986,0,1,1.25
0,Drama,4636169,Fire with Fire,8,56,48,44,1845,103,6.6,50,1264,1986,0,1,5.5
15000000,Comedy,12308521,Club Paradise,4.166666667,2,70.83333333,25,38,96,4.9,48,5049,1986,0,1,6
40000000,Comedy,49851591,Legal Eagles,8.75,4,12.5,78.75,77,116,5.9,80,8374,1986,1,2,9
0,Comedy,1476356,Clockwise,8.333333333,6,60.41666667,31.25,237,96,6.6,96,9689,1986,0,1,3.75
0,Drama,13418091,Extremities,22.47191011,82,39.3258427,38.20224719,57,89,6.3,89,2705,1986,0,1,1.7
13000000,Comedy,8475466,Wise Guys,8.333333333,148,22.22222222,69.44444444,210,100,5.6,72,4573,1986,1,2,8.333333333
0,Drama,2444076,The Men's Club,16.66666667,0,40,43.33333333,94,101,4.5,30,680,1986,1,2,2.599999999
0,Drama,4940939,Jean de Florette,6.25,2,68.75,25,3,120,8.1,96,20914,1986,0,1,4
0,Drama,2510433,Reform School Girls,14.28571429,0,35.71428571,50,31,94,5.2,14,1717,1986,1,2,3.499999999
0,Drama,3940542,Manon of the Spring,5.263157895,0,68.42105263,26.31578947,28,113,8,19,17849,1986,0,1,4.999999999
17000000,Adventure,2315683,Shanghai Surprise,20.40816327,44,59.18367347,20.40816327,2,97,3.1,49,4339,1986,0,1,1
16000000,Drama,3800000,Power,19.31818182,38908,47.72727273,32.95454545,16136,111,5.7,88,2287,1986,0,1,1.705882353
0,Comedy,604849,Modern Girls,11.11111111,5,19.75308642,69.13580247,2927,84,5.9,81,1023,1986,1,2,6.222222223
20000000,Comedy,22905500,Crimes of the Heart,0,0,66.66666667,33.33333333,380,105,6.4,3,3079,1986,0,1,0
0,Horror,2278264,Nomads,15.2173913,22,53.26086957,31.52173913,7,91,5.5,92,3006,1986,0,1,2.071428572
0,Action,4601256,Eliminators,12.5,113360,48.4375,39.0625,84,96,4.5,64,1422,1986,0,1,3.125
0,Comedy,2147228,Meatballs III: Summer Job,0,0,0,0,0,96,3.3,0,2003,1986,0,0,0
6000000,Action,9947631,Murphy's Law,15.2173913,0,56.52173913,28.26086957,875,100,5.9,92,3561,1986,0,1,1.857142858
0,Musical,2545142,True Stories,8.928571429,2,17.85714286,73.21428571,1746,90,7,56,3885,1986,1,2,8.199999999
0,Comedy,10090429,Under the Cherry Moon,28.57142857,31,47.61904762,23.80952381,44,98,4.9,84,2549,1986,0,1,0.833333333
0,Drama,278623,Every Time We Say Goodbye,14.1025641,7,41.02564103,44.87179487,887,95,5.9,78,1834,1986,1,2,3.181818182
0,Drama,930211,Absolute Beginners,9.433962264,6,9.433962264,81.13207547,49,108,5.6,53,2659,1986,1,2,8.6
0,Drama,3272600,'Round Midnight,49.18032787,138,21.31147541,29.50819672,35,133,7.4,61,4028,1986,0,0,0.6
4000000,Action,4679650,Avenging Force,10,0,20,70,8,104,5.9,10,1808,1986,1,2,7
0,Action,2995527,Bullies,28.20512821,358,33.33333333,38.46153846,1244,96,5.4,78,340,1986,1,2,1.363636363
0,Adventure,112132,Biggles: Adventures in Time,0,0,0,100,0,88,5.8,2,2243,1986,1,2,0
0,Drama,4845724,American Anthem,11.95652174,85,46.73913043,41.30434783,25819,102,4,92,1284,1986,0,1,3.454545455
0,Action,5099316,Out of Bounds,27.14285714,701,37.14285714,35.71428571,39,93,5.4,70,1016,1986,0,1,1.315789474
0,Comedy,4781448,My Chauffeur,15.2173913,49208,45.65217391,39.13043478,76,97,5.6,92,1426,1986,0,1,2.571428572
18000000,Comedy,11957943,Brighton Beach Memoirs,14.28571429,0,50,35.71428571,0,108,6.9,14,2720,1986,0,1,2.499999999
0,Drama,37455,Summer,14.44444444,10417,56.66666667,28.88888889,10437,98,7.8,90,4612,1986,0,1,2.000000001
0,Drama,3136701,The Naked Cage,27.02702703,2,32.43243243,40.54054054,189,97,5.5,37,327,1986,1,2,1.5
0,Horror,1720450,Link,3.333333333,53,70,26.66666667,10229,100,5.9,90,2080,1986,0,1,8.000000002
0,Thriller,1131399,Half Moon Street,52.38095238,6,28.57142857,19.04761905,374,90,5.4,21,2157,1986,0,0,0.363636364
0,Drama,441863,"'night, Mother",22.66666667,16591,41.33333333,36,82,96,7.6,75,1840,1986,0,1,1.588235294
0,Action,6029824,A Fine Mess,20.58823529,37,10.29411765,69.11764706,2375,90,4.5,68,1164,1986,1,2,3.357142858
0,Comedy,78068,Hardbodies 2,100,0,0,0,0,88,2.9,1,895,1986,0,0,0
0,Drama,203781,The Assault,22.97297297,1199,24.32432432,52.7027027,23944,155,7.3,74,2694,1986,1,2,2.294117647
0,Comedy,277405,Willy/Milly,14.28571429,0,78.57142857,7.142857143,0,86,5.7,14,323,1986,0,1,0.5
0,Drama,239073,The Ladies Club,16.21621622,138,40.54054054,43.24324324,27,85,5.3,37,154,1986,1,2,2.666666666
0,Action,140980,Let's Get Harry,11.76470588,375,39.21568627,49.01960784,349,102,5.2,51,978,1986,1,2,4.166666667
25000000,Adventure,4007250,Tai-Pan,7.692307692,233,69.23076923,23.07692308,0,127,5.5,13,1340,1986,0,1,3.000000001
0,Comedy,2750741,Deadtime Stories,14.28571429,0,57.14285714,28.57142857,2,93,4.6,7,973,1986,0,1,1.999999999
17000000,Action,2793214,Heat,12.90322581,477,46.77419355,40.32258065,1013,101,5.5,62,1358,1986,0,1,3.125
0,Comedy,1254040,Touch and Go,26.08695652,2,47.82608696,26.08695652,15,101,5.8,23,684,1986,0,1,1
0,Biography,275000,The Boy in Blue,31.46067416,31738,26.96629213,41.57303371,545,100,5.4,89,907,1986,1,2,1.321428571
0,Comedy,14205021,Sweet Liberty,6.666666667,0,11.11111111,82.22222222,1129,106,5.7,45,2300,1986,1,2,12.33333333
0,Comedy,681337,Killer Party,21.34831461,768,35.95505618,42.69662921,7166,91,4.7,89,1265,1986,1,2,2
0,Drama,537681,Parting Glances,0,0,80,20,0,90,7.8,10,2330,1986,0,1,0
0,Animation,8540346,Care Bears Movie II: A New Generation,0,0,0,100,1,76,5.3,2,1760,1986,1,2,0
14000000,Biography,18034150,"Jo Jo Dancer, Your Life Is Calling",0,0,57.14285714,42.85714286,0,97,6.3,7,1288,1986,0,1,0
0,Action,1943751,Jake Speed,20.48192771,190,48.19277108,31.3253012,92,100,5.3,83,632,1986,0,1,1.529411765
3401376,Action,3388020,Born American,6.52173913,1,50,43.47826087,521,97,4.3,46,1509,1986,0,1,6.666666667
10000000,Action,6947787,Blue City,14.81481481,7,46.91358025,38.27160494,545,83,4.4,81,792,1986,0,1,2.583333334
0,Comedy,544472,Malcolm,9.574468085,8156,68.08510638,22.34042553,37359,90,7.2,94,1623,1986,0,1,2.333333333
0,Comedy,2669366,Playing for Keeps,26.82926829,4,40.24390244,32.92682927,419,102,4.1,82,515,1986,0,1,1.227272727
0,Drama,8736,Duet for One,8.695652174,10,28.26086957,63.04347826,460,107,7,46,699,1986,1,2,7.25
0,Comedy,563358,Nobody's Fool,14,11,50,36,5,107,5.5,50,652,1986,0,1,2.571428571
0,Comedy,444746,The Whoopee Boys,0,0,33.33333333,66.66666667,0,88,6.2,3,639,1986,1,2,0
0,Comedy,4079895,That's Life!,19.04761905,77,30.15873016,50.79365079,50273,102,6.1,63,1032,1986,1,2,2.666666666
0,Comedy,14926,Body Slam,12.76595745,10,55.31914894,31.91489362,451,89,5.3,94,795,1986,0,1,2.5
0,Thriller,750000,Defense of the Realm,33.33333333,4,20.51282051,46.15384615,31,96,6.6,39,1625,1986,1,2,1.384615385
0,Drama,725000,Man Facing Southeast,0,0,80,20,59,105,7.8,5,2991,1986,0,1,0
0,Comedy,1902706,The Decline of the American Empire,12.06896552,378,62.06896552,25.86206897,0,101,7.3,58,6622,1986,0,1,2.142857143
0,Drama,4743287,Violets Are Blue...,17.46031746,10,47.61904762,34.92063492,1397,88,5.7,63,553,1986,0,1,2
