Budget,Genre,Gross,Name,Negative Percentage,Negative Retweets,Neutral Tweets,Positive Percentage,Positive Retweets,Runtime,Score,Tweets Analyzed,Votes,Year,SentClass2,SentClass3,SentRatio
105000000,Action,28782481,Punto de quiebre,0,0,95.71428571,4.285714286,0,114,5.3,70,46887,2015,0,1,0
36000000,Action,2679437,Ip Man 3,23.46938776,11,54.08163265,22.44897959,10,105,7.1,98,31713,2015,0,1,0.956521739
150000000,Action,195042377,Misión: imposible 5 - Nación secreta,0,0,100,0,0,131,7.4,5,265527,2015,0,1,0
25000000,Action,16027866,El transportador recargado,0,0,100,0,0,96,5.1,1,32420,2015,0,1,0
2000000,Action,2557668,Captive,10.9375,122,14.0625,75,4126,97,5.4,64,5253,2015,1,2,6.857142857
245000000,Action,200074175,Spectre,1.785714286,0,69.64285714,28.57142857,161,148,6.8,56,318152,2015,0,1,16
55000000,Action,43482270,Everest,15.6626506,143,61.44578313,22.89156627,503,121,7.1,83,160640,2015,0,1,1.461538462
120000000,Action,56117548,Fantastic Four,11.76470588,290,5.882352941,82.35294118,302,100,4.3,34,125934,2015,1,2,7.000000002
35000000,Action,34507079,Hot Pursuit,13.04347826,3,9.782608696,77.17391304,37,87,5.1,92,40431,2015,1,2,5.916666667
176000000,Action,47387723,Jupiter Ascending,10.30927835,2,53.60824742,36.08247423,60,127,5.3,97,153531,2015,0,1,3.5
88000000,Action,78747585,Pixels,13.88888889,309,52.77777778,33.33333333,878,105,5.6,72,106004,2015,0,1,2.4
90000000,Action,27367660,The Last Witch Hunter,15.58441558,25,53.24675325,31.16883117,835,106,6,77,74795,2015,0,1,2.000000001
110000000,Action,155190832,San Andreas,8.888888889,19397,67.77777778,23.33333333,2253,114,6.1,90,167250,2015,0,1,2.625
110000000,Action,130179072,Insurgent,8,4,62.66666667,29.33333333,139,119,6.3,75,178165,2015,0,1,3.666666666
61000000,Action,81670090,Maze Runner: The Scorch Trials,4.651162791,4,73.25581395,22.09302326,1132,131,6.3,86,166404,2015,0,1,4.750000001
26000000,Action,12276810,Self/less,42.39130435,1042,14.13043478,43.47826087,372,117,6.5,92,70564,2015,1,2,1.025641026
155000000,Action,89760956,Terminator Genisys,11.62790698,14,62.79069767,25.58139535,27,126,6.5,86,212532,2015,0,1,2.199999999
160000000,Action,281723902,The Hunger Games: Mockingjay - Part 2,2.816901408,0,71.83098592,25.35211268,42,137,6.6,71,212989,2015,0,1,9.000000003
100000000,Action,25020758,In the Heart of the Sea,42.30769231,3879,26.92307692,30.76923077,930,122,6.9,52,94603,2015,0,0,0.727272727
150000000,Action,652270625,Jurassic World,10,6,58.88888889,31.11111111,150,124,7,90,469200,2015,0,1,3.111111111
190000000,Action,353007020,Furious 7,11.34020619,4,18.55670103,70.10309278,30673,137,7.2,97,309837,2015,1,2,6.181818179
75000000,Action,45445109,The Man from U.N.C.L.E.,8.333333333,0,66.66666667,25,2,116,7.3,12,212440,2015,0,1,3
130000000,Action,180202163,Ant-Man,13.04347826,582,65.2173913,21.73913043,477,117,7.3,69,388417,2015,0,1,1.666666666
250000000,Action,459005868,Avengers: Age of Ultron,19.76744186,1,59.30232558,20.93023256,2,141,7.4,86,537832,2015,0,1,1.05882353
245000000,Action,936662225,Star Wars: The Force Awakens,11.53846154,348,38.46153846,50,1009,136,8.1,26,687192,2015,1,2,4.333333333
60000000,Action,58399160,Jack Reacher: Sin regreso,11.11111111,0,88.88888889,0,0,118,6.1,9,91071,2016,0,1,0
160000000,Action,47365290,Warcraft: The Beginning,21.73913043,0,43.47826087,34.7826087,58,123,6.9,23,197373,2016,0,1,1.600000001
90000000,Action,65075540,Los ilusionistas 2,13.33333333,0,73.33333333,13.33333333,0,129,6.5,15,171985,2016,0,1,1
110000000,Action,61284947,Horizonte profundo,2.409638554,2,93.97590361,3.614457831,0,107,7.2,83,104498,2016,0,1,1.5
10000000,Action,3771397,Max Steel,4.347826087,4,85.86956522,9.782608696,1,92,4.6,92,13521,2016,0,1,2.25
21500000,Action,2280004,Collide,16.66666667,806,50,33.33333333,693,99,5.7,60,9617,2016,0,1,1.999999999
180000000,Action,126643061,The Legend of Tarzan,4.819277108,0,57.8313253,37.34939759,29,110,6.3,83,128712,2016,0,1,7.750000001
120000000,Action,162434410,Jason Bourne,14.14141414,6,69.6969697,16.16161616,2,123,6.7,99,163614,2016,0,1,1.142857143
38000000,Action,34912982,The 5th Wave,11.2244898,3,54.08163265,34.69387755,55,112,5.2,98,76535,2016,0,1,3.09090909
144000000,Action,128344089,Ghostbusters,13.75,0,67.5,18.75,80,116,5.3,80,157351,2016,0,1,1.363636364
165000000,Action,103144286,Independence Day: Resurgence,21.05263158,1,60.52631579,18.42105263,1111,120,5.3,38,137119,2016,0,1,0.875
140000000,Action,31153464,Gods of Egypt,3.125,51,85.41666667,11.45833333,107,127,5.4,96,78473,2016,0,1,3.666666666
110000000,Action,66002193,Allegiant,7.407407407,2,70.37037037,22.22222222,127,120,5.7,81,76550,2016,0,1,3
100000000,Action,26384681,Ben-Hur,0,0,83.33333333,16.66666667,50,123,5.7,36,31863,2016,0,1,0
25000000,Action,17356894,Masterminds,14.89361702,546,46.80851064,38.29787234,6557,95,5.8,47,34656,2016,0,1,2.571428572
40000000,Action,14896798,Keeping Up with the Joneses,11.11111111,0,47.22222222,41.66666667,37,105,5.8,72,39443,2016,0,1,3.750000001
28000000,Action,10907291,Pride and Prejudice and Zombies,21.64948454,2,47.42268041,30.92783505,3,108,5.8,97,37491,2016,0,1,1.428571428
125000000,Action,54645723,Assassin's Creed,12.64367816,1750,58.62068966,28.73563218,605,115,5.9,87,133338,2016,0,1,2.272727273
150000000,Action,45157105,The Great Wall,8.620689655,89,15.51724138,75.86206897,496,103,6,58,82181,2016,1,2,8.800000001
135000000,Action,82051601,Teenage Mutant Ninja Turtles: Out of the Shadows,9.090909091,0,63.63636364,27.27272727,0,112,6,11,64684,2016,0,1,3
115000000,Action,47952020,The Huntsman: Winter's War,18.75,2,37.5,43.75,163,114,6.1,16,71570,2016,1,2,2.333333333
75000000,Action,34343574,Inferno,1.428571429,0,84.28571429,14.28571429,7207,121,6.2,70,111448,2016,0,1,10
175000000,Action,325100054,Suicide Squad,10.52631579,3,64.21052632,25.26315789,77,123,6.2,95,435667,2016,0,1,2.399999999
20000000,Action,36874745,Risen,14.70588235,193,55.88235294,29.41176471,10019,107,6.3,68,19084,2016,0,1,2.000000001
50000000,Action,127440871,Central Intelligence,14.86486486,21,55.40540541,29.72972973,5696,107,6.3,74,106773,2016,0,1,2.000000001
250000000,Action,330360194,Batman v Superman: Dawn of Justice,15.15151515,20,66.66666667,18.18181818,2,151,6.6,33,497351,2016,0,1,1.2
80000000,Action,27550735,The Finest Hours,53.84615385,117,30.76923077,15.38461538,4,117,6.8,13,47688,2016,0,0,0.285714286
90000000,Action,93381044,The Magnificent Seven,1.388888889,0,4.166666667,94.44444444,7029,132,6.9,72,138262,2016,1,2,67.99999999
178000000,Action,155442489,X-Men: Apocalypse,13.63636364,8,52.27272727,34.09090909,15,144,7,88,296415,2016,0,1,2.499999999
185000000,Action,158848340,Star Trek Beyond,26.31578947,3,42.10526316,31.57894737,132,122,7.1,19,179426,2016,0,1,1.2
165000000,Action,232641920,Doctor Strange,56.09756098,3402,12.19512195,31.70731707,20033,115,7.5,82,348307,2016,0,0,0.565217391
200000000,Action,532177324,Rogue One,15.58441558,15,53.24675325,31.16883117,481,133,7.9,77,365473,2016,0,1,2.000000001
250000000,Action,408084349,Captain America: Civil War,25.3968254,352,41.26984127,33.33333333,1,147,7.9,63,442645,2016,0,1,1.3125
0,Adventure,478070,Lovewrecked,24.48979592,407993,38.7755102,36.73469388,450949,87,4.9,98,12473,2005,0,1,1.5
10000000,Adventure,5490423,Rescue Dawn,11.76470588,643,47.05882353,41.17647059,3575,120,7.3,51,89482,2006,0,1,3.500000001
0,Adventure,12589108,Under the Same Moon,15.47619048,7,52.38095238,32.14285714,28,106,7.4,84,5838,2007,0,1,2.076923076
180000000,Adventure,70107728,The Golden Compass,11.57894737,0,9.473684211,78.94736842,1772,113,6.1,95,157342,2007,1,2,6.818181817
150000000,Adventure,292004738,Harry Potter and the Order of the Phoenix,15.38461538,155,60.43956044,24.17582418,3203,138,7.5,91,396738,2007,0,1,1.571428572
70000000,Adventure,38634938,Stardust,5.263157895,420,60,34.73684211,270,127,7.7,95,224119,2007,0,1,6.600000001
20000000,Adventure,39739367,Epic Movie,15.29411765,702,9.411764706,75.29411765,1378,86,2.3,85,93481,2007,1,2,4.923076922
45000000,Adventure,93466502,The Bucket List,11.9047619,1,41.66666667,46.42857143,73,97,7.4,84,198697,2007,1,2,3.900000002
130000000,Adventure,49554002,Australia,14.70588235,50709,50,35.29411765,3595,165,6.6,68,107593,2008,0,1,2.400000001
20000000,Adventure,3519627,The Brothers Bloom,17.33333333,6503,32,50.66666667,78,114,6.8,75,43721,2008,1,2,2.923076924
0,Adventure,6532908,3 Idiots,64.70588235,1503,20.58823529,14.70588235,343,170,8.4,34,250762,2009,0,0,0.227272727
40000000,Adventure,7689607,The Imaginarium of Doctor Parnassus,11.66666667,4,60,28.33333333,4,123,6.8,60,131731,2009,0,1,2.428571428
50000000,Adventure,296623634,The Twilight Saga: New Moon,4.210526316,0,3.157894737,92.63157895,562,130,4.6,95,232524,2009,1,2,22
60000000,Adventure,43337279,Year One,22.05882353,14458,26.47058824,51.47058824,20980,97,4.9,68,80204,2009,1,2,2.333333333
100000000,Adventure,49438370,Land of the Lost,18.66666667,14,38.66666667,42.66666667,271,102,5.4,75,54864,2009,1,2,2.285714285
3900000,Adventure,688529,Fanboys,20.51282051,47,43.58974359,35.8974359,103,100,6.6,78,51872,2009,0,1,1.75
21000000,Adventure,8855646,Everybody's Fine,17.91044776,40,13.43283582,68.65671642,101,100,7.2,67,52792,2009,1,2,3.833333334
12000000,Adventure,4018695,My Name Is Khan,11.47540984,57,67.21311475,21.31147541,557,165,8,61,81130,2010,0,1,1.857142857
0,Adventure,4430650,The Way,18.29268293,57174,37.80487805,43.90243902,42537,100,7.4,82,25187,2010,1,2,2.399999999
0,Adventure,295983305,Harry Potter and the Deathly Hallows: Part 1,15.09433962,4,62.26415094,22.64150943,3,146,7.7,53,368576,2010,0,1,1.5
20000000,Adventure,36661504,Vampires Suck,25,76,35.71428571,39.28571429,75,82,3.5,28,41062,2010,1,2,1.571428572
68000000,Adventure,300531751,The Twilight Saga: Eclipse,6.557377049,0,52.45901639,40.98360656,39,124,4.9,61,195941,2010,0,1,6.250000001
0,Adventure,2701859,The Way Back,23.91304348,2087,38.04347826,38.04347826,4092,133,7.3,92,94377,2010,0,0,1.590909091
38000000,Adventure,171243005,True Grit,10.11235955,21,15.73033708,74.15730337,116,110,7.6,89,259855,2010,1,2,7.333333334
110000000,Adventure,281287133,The Twilight Saga: Breaking Dawn - Part 1,0,0,75.6097561,24.3902439,37,117,4.9,41,193280,2011,0,1,0
40000000,Adventure,31847881,Extremely Loud & Incredibly Close,6.12244898,0,5.102040816,88.7755102,190,129,6.9,98,87522,2011,1,2,14.5
125000000,Adventure,381011219,Harry Potter and the Deathly Hallows: Part 2,6.976744186,2,62.79069767,30.23255814,12,130,8.1,43,608969,2011,0,1,4.333333333
16600000,Adventure,1517410,Kon-Tiki,6.451612903,2,75.80645161,17.74193548,0,118,7.2,62,38013,2012,0,1,2.749999999
14000000,Adventure,9402410,Fun Size,9.523809524,4,11.9047619,78.57142857,5645,86,5.4,42,12027,2012,1,2,8.25
120000000,Adventure,292298923,The Twilight Saga: Breaking Dawn - Part 2,5.769230769,12132,71.15384615,23.07692308,37,115,5.5,52,197849,2012,0,1,4.000000001
78000000,Adventure,408010692,The Hunger Games,20.54794521,3508,53.42465753,26.02739726,6274,142,7.2,73,748581,2012,0,1,1.266666666
1800000,Adventure,12795746,Beasts of the Southern Wild,35.71428571,3,8.571428571,55.71428571,115,93,7.3,70,73864,2012,1,2,1.56
16000000,Adventure,45512466,Moonrise Kingdom,4.938271605,0,58.02469136,37.03703704,192,94,7.8,81,261362,2012,0,1,7.500000001
180000000,Adventure,303003568,The Hobbit: An Unexpected Journey,9.090909091,2,3.896103896,87.01298701,70,169,7.9,77,680250,2012,1,2,9.571428571
0,Adventure,508806,Tracks,21.17647059,527,34.11764706,44.70588235,1431,112,7.2,85,22475,2013,1,2,2.111111111
6500000,Adventure,2268296,The East,10.81081081,3508,48.64864865,40.54054054,6377,116,6.8,74,44425,2013,0,1,3.75
30000000,Adventure,22525921,The Incredible Burt Wonderstone,0,0,0,100,1,100,5.9,16,63722,2013,1,2,0
195000000,Adventure,65187603,Jack the Giant Slayer,5.555555556,0,66.66666667,27.77777778,86,114,6.3,18,113861,2013,0,1,5
225000000,Adventure,258366855,The Hobbit: The Desolation of Smaug,6.060606061,0,56.06060606,37.87878788,13,161,7.9,66,524571,2013,0,1,6.25
250000000,Adventure,255119788,The Hobbit: The Battle of the Five Armies,7.894736842,2,52.63157895,39.47368421,78,144,7.4,76,396797,2014,0,1,5
35000000,Adventure,86208010,Dumb and Dumber To,64.21052632,83,17.89473684,17.89473684,11,109,5.7,95,107048,2014,0,0,0.278688525
85000000,Adventure,150947895,Divergent,9.677419355,6739,68.8172043,21.50537634,14794,139,6.7,93,370154,2014,0,1,2.222222222
165000000,Adventure,188020017,Interstellar,8.602150538,6176,66.66666667,24.7311828,13917,169,8.6,93,1095553,2014,0,1,2.875
108000000,Adventure,228433663,The Martian,15.46391753,62786,57.73195876,26.80412371,801,144,8,97,579946,2015,0,1,1.733333333
0,Adventure,5202582,Hunt for the Wilderpeople,9.638554217,24,51.80722892,38.55421687,43,101,7.9,83,60530,2016,0,1,4
110000000,Adventure,87242834,Miss Peregrine's Home for Peculiar Children,10.75268817,9,64.51612903,24.7311828,14,127,6.7,93,116495,2016,0,1,2.300000001
180000000,Adventure,234037575,Fantastic Beasts and Where to Find Them,6.172839506,2,4.938271605,88.88888889,1226,133,7.4,81,268073,2016,1,2,14.4
0,Adventure,6155650,Lowriders,15.55555556,2,53.33333333,31.11111111,19,98,5.7,90,980,2016,0,1,1.999999999
20000000,Adventure,38562379,Nerve,17.39130435,678,47.82608696,34.7826087,31257,96,6.6,92,81127,2016,0,1,2
30000000,Adventure,8574339,The Lost City of Z,14.89361702,4,60.63829787,24.46808511,80,141,6.6,94,39409,2016,0,1,1.642857143
110000000,Adventure,100014699,Passengers,17.14285714,563,55.71428571,27.14285714,7031,116,7,70,237553,2016,0,1,1.583333333
110000000,Adventure,100014699,Passengers,15.38461538,556,38.46153846,46.15384615,5269,116,7,65,237553,2016,1,2,3.000000001
0,Animation,48461,Cuentos de Terramar,2.597402597,0,92.20779221,5.194805195,2,115,6.5,77,26067,2006,0,1,2
150000000,Animation,82161969,Beowulf,6.25,6,61.45833333,32.29166667,31528,115,6.2,96,148203,2007,0,1,5.166666667
75000000,Animation,183135014,The Simpsons Movie,16.90140845,27,53.52112676,29.57746479,14,87,7.4,71,273363,2007,0,1,1.75
30000000,Animation,31743332,9,8.695652174,6953,75,16.30434783,16284,79,7.1,92,117268,2009,0,1,1.875
30000000,Animation,5209580,Se levanta el viento,0,0,89.41176471,10.58823529,8,126,7.8,85,51601,2013,0,1,0
0,Animation,233569,Kingsglaive: Final Fantasy XV,4.819277108,157,92.77108434,2.409638554,8,110,6.9,83,15705,2016,0,1,0.5
0,Biography,56441711,The Queen,8.641975309,86,51.85185185,39.50617284,54391,103,7.3,81,91427,2006,0,1,4.571428571
40000000,Biography,15962471,Marie Antoinette,9.375,3882,59.375,31.25,8250,123,6.4,64,85914,2006,0,1,3.333333333
55000000,Biography,163566459,The Pursuit of Happyness,7.042253521,2175,64.78873239,28.16901408,8,117,8,71,369367,2006,0,1,3.999999999
0,Biography,10301706,La Vie en Rose,3.703703704,0,3.703703704,92.59259259,1163,140,7.6,27,71319,2007,1,2,25
0,Biography,5990075,The Diving Bell and the Butterfly,8.24742268,0,67.01030928,24.74226804,21,112,8,97,94015,2007,0,1,3
21000000,Biography,36605602,Escritores de la libertad,1.111111111,0,98.88888889,0,0,123,7.5,90,56827,2007,0,1,0
55000000,Biography,16285240,Elizabeth: The Golden Age,10.41666667,40,18.75,70.83333333,1440,114,6.9,48,58073,2007,1,2,6.799999998
0,Biography,33231264,Breach,14.92537313,713,52.23880597,32.8358209,398,110,7,67,53763,2007,0,1,2.200000001
15000000,Biography,30226144,The Great Debaters,0,0,5.128205128,94.87179487,89,126,7.6,78,50295,2007,1,2,0
35000000,Biography,26814957,The Other Boleyn Girl,58.33333333,3885,0,41.66666667,2,115,6.7,12,89728,2008,0,0,0.714285714
0,Biography,13823741,The Duchess,15.6626506,5688,38.55421687,45.78313253,2917,110,6.9,83,66399,2008,1,2,2.923076924
25100000,Biography,25534493,W.,4.301075269,7685,87.09677419,8.602150538,13320,129,6.3,93,42504,2008,0,1,2
0,Biography,6109075,Coco Before Chanel,6.451612903,0,67.74193548,25.80645161,1,105,6.7,31,34008,2009,0,1,4
60000000,Biography,31670931,The Soloist,40,22,16.36363636,43.63636364,5955,117,6.7,55,45900,2009,1,2,1.090909091
40000000,Biography,94125426,Julie & Julia,1.886792453,0,66.03773585,32.0754717,147,118,7,53,86198,2009,0,1,17
60000000,Biography,37491364,Invictus,9.89010989,26,72.52747253,17.58241758,39,134,7.4,91,132427,2009,0,1,1.777777778
29000000,Biography,255959475,The Blind Side,51.2195122,1143,31.70731707,17.07317073,177,100,7.7,82,242741,2009,0,0,0.333333333
22000000,Biography,9528092,Fair Game,18.18181818,0,10.90909091,70.90909091,633,108,6.8,55,40837,2010,1,2,3.9
40000000,Biography,96962694,The Social Network,20.93023256,175,10.46511628,68.60465116,1340,120,7.7,86,521956,2010,1,2,3.277777777
13000000,Biography,30017992,The Iron Lady,13.63636364,2172,53.40909091,32.95454545,201,105,6.4,88,88841,2011,0,1,2.416666666
5000000,Biography,9203192,Bernie,20.23809524,3073,40.47619048,39.28571429,6001,99,6.8,84,49922,2011,0,1,1.941176471
50000000,Biography,75605492,Moneyball,13.63636364,6,48.86363636,37.5,9323,133,7.6,88,302465,2011,0,1,2.749999999
0,Biography,6008677,Hitchcock,9.523809524,26,64.28571429,26.19047619,572,98,6.8,84,64089,2012,0,1,2.75
65000000,Biography,182207973,Lincoln,3.333333333,51,83.33333333,13.33333333,665,150,7.4,90,211227,2012,0,1,3.999999999
15000000,Biography,331634,Diana,3.409090909,141,77.27272727,19.31818182,3930,113,5.5,88,16386,2013,0,1,5.666666667
35000000,Biography,8323085,Mandela: Long Walk to Freedom,46.25,8,22.5,31.25,586,141,7.1,80,23075,2013,0,0,0.675675676
12000000,Biography,37707719,Philomena,12.90322581,27,56.98924731,30.10752688,1441,98,7.6,93,82660,2013,0,1,2.333333333
12000000,Biography,16117443,Jobs,17.24137931,548,36.20689655,46.55172414,68735,128,5.9,58,83258,2013,1,2,2.7
30000000,Biography,116632095,Lee Daniels' The Butler,0,0,57.14285714,42.85714286,0,132,7.2,7,94884,2013,0,1,0
35000000,Biography,83301580,Saving Mr. Banks,9.090909091,0,56.56565657,34.34343434,7,125,7.5,99,128240,2013,0,1,3.777777777
40000000,Biography,95001343,42,2.197802198,88,76.92307692,20.87912088,503,128,7.5,91,71006,2013,0,1,9.5
55000000,Biography,107100855,Captain Phillips,11.39240506,108,62.02531646,26.58227848,244,134,7.8,79,354410,2013,0,1,2.333333334
0,Biography,1822030,Testament of Youth,17.80821918,19,38.35616438,43.83561644,63,129,7.3,73,19225,2014,1,2,2.461538461
20000000,Biography,52076908,Selma,7.01754386,66790,82.45614035,10.52631579,202,128,7.5,57,69760,2014,0,1,1.5
15000000,Biography,35893537,The Theory of Everything,15.625,188,45.3125,39.0625,13,123,7.7,64,310187,2014,0,1,2.5
14000000,Biography,91125683,The Imitation Game,68,97,13,19,0,114,8,100,547832,2014,0,0,0.279411765
10000000,Biography,14479776,Big Eyes,22.07792208,56,37.66233766,40.25974026,200,106,7,77,66972,2014,1,2,1.823529412
19000000,Biography,2436062,Pawn Sacrifice,19.23076923,8,42.30769231,38.46153846,6,115,7,78,29268,2014,0,1,2
65000000,Biography,115637895,Unbroken,13.95348837,59062,54.65116279,31.39534884,76,137,7.2,86,117590,2014,0,1,2.250000001
10000000,Biography,12547189,Love & Mercy,9.210526316,27,17.10526316,73.68421053,1423,121,7.4,76,28639,2014,1,2,8
26000000,Biography,12188642,Los 33,3.846153846,78,94.23076923,1.923076923,8,127,6.9,52,27925,2015,0,1,0.5
4000000,Biography,569381,Una historia de amor y oscuridad,0,0,75,25,8,95,6,12,2003,2015,0,1,0
6000000,Biography,10017675,The Lady in the Van,22.78481013,977,44.30379747,32.91139241,49,104,6.7,79,18091,2015,0,1,1.444444444
14000000,Biography,4693356,Suffragette,9.259259259,19,61.11111111,29.62962963,56034,106,6.9,54,28377,2015,0,1,3.2
35000000,Biography,34531832,Concussion,20.68965517,17,37.93103448,41.37931034,25,123,7.1,29,64629,2015,1,2,2
35000000,Biography,34531832,Concussion,28.04878049,41,51.2195122,20.73170732,4870,123,7.1,82,64629,2015,0,1,0.739130435
0,Biography,3866794,The Man Who Knew Infinity,7.894736842,1,68.42105263,23.68421053,1,108,7.2,76,33630,2015,0,1,3.000000001
11000000,Biography,33305037,Woman in Gold,22.91666667,54,29.16666667,47.91666667,799,109,7.3,48,42052,2015,1,2,2.090909091
7000000,Biography,532988,Freeheld,18.18181818,54,68.18181818,13.63636364,0,103,6.5,22,8801,2015,0,1,0.75
0,Biography,155075,Experimenter,4.918032787,0,86.8852459,8.196721311,4,98,6.6,61,13263,2015,0,1,1.666666667
60000000,Biography,56451232,Joy,7.692307692,3765,31.86813187,60.43956044,31262,124,6.6,91,102242,2015,1,2,7.857142858
14000000,Biography,3901302,A United Kingdom,15.18987342,13,48.10126582,36.70886076,103040,111,6.8,79,7236,2016,0,1,2.416666666
0,Biography,6139048,Maudie,10.25641026,36,64.1025641,25.64102564,97,115,7.7,39,1735,2016,0,1,2.499999999
0,Biography,1358018,Genius,11.76470588,6375,55.88235294,32.35294118,14844,104,6.5,68,12252,2016,0,1,2.750000001
10000000,Biography,4072226,Denial,14.28571429,41,64.28571429,21.42857143,16028,109,6.6,42,10848,2016,0,1,1.5
29000000,Biography,27370107,Florence Foster Jenkins,11.11111111,69,65.07936508,23.80952381,2,111,6.9,63,35671,2016,0,1,2.142857143
9000000,Biography,7696098,Loving,7.954545455,4745,10.22727273,81.81818182,7125,123,7,88,21231,2016,1,2,10.28571429
23000000,Biography,15785632,Eddie the Eagle,12,5,54,34,4,106,7.4,100,60644,2016,0,1,2.833333333
12000000,Biography,51694854,Lion,5.494505495,321,71.42857143,23.07692308,499,118,8.1,91,133709,2016,0,1,4.2
25000000,Biography,12785093,The Founder,10.95890411,200,50.68493151,38.35616438,22683,100,7.2,73,62193,2016,0,1,3.5
60000000,Biography,125070033,Sully,6.451612903,32981,61.29032258,32.25806452,95799,96,7.5,93,157212,2016,0,1,5.000000001
11000000,Comedy,22551000,Much Ado About Nothing,10.95890411,0,5.479452055,83.56164384,74,111,7.4,73,39297,1993,1,2,7.625
0,Comedy,32377000,Black Sheep,53.60824742,26588,13.40206186,32.98969072,108,87,6.2,97,31582,1996,0,0,0.615384615
0,Comedy,19119165,Mother,27.63157895,24684,43.42105263,28.94736842,5710,104,6.9,76,4936,1996,0,1,1.047619047
0,Comedy,145450,Dirty Deeds,75.78947368,1183,13.68421053,10.52631579,227,87,5.9,95,7723,2005,0,0,0.138888889
0,Comedy,17378977,Roll Bounce,25.33333333,125,37.33333333,37.33333333,7,112,6,75,5848,2005,0,0,1.473684211
2500000,Comedy,247141,Marilyn Hotchkiss' Ballroom Dancing & Charm School,0,0,100,0,0,100,6.6,4,2382,2005,0,1,0
0,Comedy,1499127,Priceless,6.756756757,856,10.81081081,82.43243243,11284,106,7,74,27386,2006,1,2,12.2
0,Comedy,26870825,Pisando firme,2.222222222,0,97.77777778,0,0,103,6.4,45,23787,2006,0,1,0
0,Comedy,210128,Starter for 10,18.57142857,6,47.14285714,34.28571429,192,92,6.7,70,19040,2006,0,1,1.846153847
4000000,Comedy,10525717,Scoop,9.615384615,26,42.30769231,48.07692308,1278,96,6.7,52,71751,2006,1,2,5.000000001
20000000,Comedy,48548426,Date Movie,15.15151515,35,36.36363636,48.48484848,11625,83,2.7,66,52303,2006,1,2,3.2
64000000,Comedy,58645052,Littleman,13.25301205,5425,68.6746988,18.07228916,26862,100,4.3,83,42365,2006,0,1,1.363636364
40000000,Comedy,70165972,Big Momma's House 2,0,0,66.66666667,33.33333333,2,99,4.6,18,34616,2006,0,1,0
45000000,Comedy,90710620,Scary Movie 4,72.44897959,9,14.28571429,13.26530612,8,83,5.1,98,99473,2006,0,0,0.183098592
30000000,Comedy,22530295,My Super Ex-Girlfriend,0,0,0,100,3,96,5.1,17,56128,2006,1,2,0
6000000,Comedy,63257940,Madea's Family Reunion,20.93023256,39,43.02325581,36.04651163,106,107,5.1,86,9376,2006,0,1,1.722222222
28000000,Comedy,17324744,Just My Luck,17.0212766,353,20.21276596,62.76595745,117,100,5.4,94,47270,2006,1,2,3.687499999
12000000,Comedy,28435406,Employee of the Month,16.66666667,284,52.38095238,30.95238095,534,103,5.5,84,39328,2006,0,1,1.857142857
17000000,Comedy,7191830,American Dreamz,0,0,63.63636364,36.36363636,0,107,5.5,11,23173,2006,0,1,0
50000000,Comedy,88715192,Failure to Launch,86.56716418,1074,5.970149254,7.462686567,127,97,5.6,67,62338,2006,0,0,0.086206897
54000000,Comedy,75628110,"You, Me and Dupree",10.52631579,812476,69.73684211,19.73684211,17445,110,5.6,76,71458,2006,0,1,1.875
18000000,Comedy,41011711,John Tucker Must Die,12.90322581,2,58.06451613,29.03225806,20,89,5.8,93,71344,2006,0,1,2.249999999
52000000,Comedy,118703275,The Break-Up,19.71830986,39,38.02816901,42.25352113,448,106,5.8,71,108341,2006,1,2,2.142857143
20000000,Comedy,17803796,School for Scoundrels,2.173913043,0,34.7826087,63.04347826,1272,100,5.9,46,27180,2006,1,2,29.00000001
0,Comedy,21160089,ATL,8.421052632,3367,69.47368421,22.10526316,531,105,6,95,8872,2006,0,1,2.625
0,Comedy,15269668,Catch and Release,11.94029851,10,38.80597015,49.25373134,106,112,6,67,19855,2006,1,2,4.124999999
0,Comedy,87416,Blind Dating,50,23,14,36,326,100,6.1,50,10385,2006,0,0,0.72
20000000,Comedy,37442180,Man of the Year,35.29411765,361,17.64705882,47.05882353,180,115,6.2,17,29068,2006,1,2,1.333333333
20000000,Comedy,2339735,She's the Man,19.11764706,18,35.29411765,45.58823529,2971,105,6.4,68,125579,2006,1,2,2.384615384
70000000,Comedy,137355633,Click,9.459459459,3,39.18918919,51.35135135,7206,107,6.4,74,263834,2006,1,2,5.428571429
45000000,Comedy,38360195,Last Holiday,0,0,100,0,0,112,6.4,4,23013,2006,0,1,0
23000000,Comedy,36323505,Accepted,26.66666667,2354,41.33333333,32,5893,93,6.5,75,110788,2006,0,1,1.2
0,Comedy,11425894,Something New,19.64285714,26447,5.357142857,75,3109,99,6.8,56,11116,2006,1,2,3.818181819
35000000,Comedy,124740460,The Devil Wears Prada,9.473684211,1,53.68421053,36.84210526,50,109,6.8,95,308388,2006,0,1,3.888888888
35000000,Comedy,7458269,A Good Year,18.07228916,909,7.228915663,74.69879518,154664,117,6.9,83,76333,2006,1,2,4.133333333
85000000,Comedy,63224849,The Holiday,11.76470588,1143,35.29411765,52.94117647,4652,138,6.9,34,197811,2006,1,2,4.500000001
38000000,Comedy,40137776,Stranger Than Fiction,10,3,61.11111111,28.88888889,13,113,7.6,90,196901,2006,0,1,2.888888889
